"ITEM_SK","TOTAL_REVENUE","BASKETS","DISTINCT_CUSTOMERS","AVERAGE_PRICE"
"11824950","1151.17000","270","124","4.1193333333333"
"11839953","1150.93998","215","118","5.3314952803738"
"12908170","1150.56000","146","55","7.9900000000000"
"11749521","1150.16999","310","139","3.6399784142395"
"14255762","1150.11000","233","117","4.7754935622318"
"13881118","1149.99885","116","51","9.8260771304348"
"14504650","1149.99885","116","68","9.9565117826087"
"11604260","1149.88896","115","61","9.6512086956522"
"11747388","1149.61989","404","180","1.5962403329208"
"14907196","1148.38991","173","84","6.3779766184971"
"11833138","1147.90998","277","140","3.9372825815217"
"12026942","1145.40994","177","100","5.4507141571429"
"15179104","1144.69999","239","94","4.7197489435146"
"11831736","1144.52000","303","112","3.5472185430464"
"15611587","1144.45999","392","131","2.6279591709184"
"14230622","1144.33998","404","198","2.4711910545906"
"13902642","1144.15991","324","172","2.6766974614198"
"15067092","1144.00000","204","131","5.7056862745098"
"11701183","1142.96998","449","140","2.4379761774554"
"15221626","1142.47994","330","164","2.6345050075758"
"15284449","1142.40986","173","75","6.1748165751445"
"11736079","1141.69000","476","265","2.2857473684211"
"15173259","1141.14000","281","134","3.9615000000000"
"14206603","1141.01994","184","96","6.0200360869565"
"15607429","1140.91993","154","71","7.3415129276316"
"11666116","1140.22997","181","123","6.0925689779006"
"12207995","1140.12000","266","136","4.2117669172932"
"15264647","1140.03996","150","84","7.4669332000000"
"11642128","1139.80905","117","41","9.0858260560345"
"14889828","1139.57928","114","48","9.8208710526316"
"12887118","1139.14998","315","151","3.2540681389776"
"14244849","1138.85986","163","85","6.5574228834356"
"11672467","1138.61997","336","167","2.6054563244048"
"11603317","1138.59992","152","65","7.3318006543624"
"11742600","1138.45999","425","240","2.5421980333318"
"11649855","1138.34998","212","114","5.2094339150943"
"12788286","1138.00000","278","159","4.0332374100719"
"11744998","1138.00000","835","466","0.9891077844311"
"15253057","1137.70995","313","131","3.3050961137821"
"15259005","1137.42000","453","175","2.4345898004435"
"11652152","1135.45998","318","139","3.0398846871069"
"11970732","1134.77998","256","122","4.0965754980469"
"12820689","1133.64992","209","73","5.1480859330144"
"14085502","1133.04999","182","95","6.1955432596685"
"12788296","1132.97988","276","146","1.9626008000000"
"11853953","1132.96987","187","94","5.4310627567568"
"11615401","1132.66998","182","52","6.1685164285714"
"15067088","1132.29999","311","154","3.2214300967742"
"12785406","1130.65996","426","194","2.0937323779343"
"12786978","1129.99887","115","47","9.4999905000000"
"15165098","1129.99887","113","73","9.7640020353982"
"15264692","1129.73000","292","139","3.7818213058419"
"11660712","1129.71999","299","181","3.4278818227425"
"11624935","1129.64998","245","122","4.3669523469388"
"11684039","1129.57990","199","106","5.3188607412060"
"15666400","1129.32999","149","106","6.1167449328859"
"11654194","1128.09996","194","75","5.7118555670103"
"11901415","1127.49000","379","233","2.6720159151194"
"11648760","1127.23000","536","278","1.6679213483146"
"11703692","1127.03999","318","199","3.3520754638365"
"11746144","1126.76997","534","278","1.3929646478343"
"11654596","1126.04999","249","121","4.1877911445783"
"14066853","1125.70998","285","146","3.4115087543860"
"15562789","1125.25999","243","113","4.5191873140496"
"11747700","1125.20999","228","107","4.8738157675439"
"11832571","1124.42000","392","190","2.6836607142857"
"11742624","1123.07998","331","183","3.3995807220497"
"14471853","1122.05993","184","119","6.0002183879781"
"15067087","1121.18998","296","129","3.2290508305085"
"14390437","1120.76999","317","159","3.2449211293375"
"13040328","1120.45981","181","82","5.2391155939227"
"15253119","1120.45000","332","150","3.0525903614458"
"11958465","1120.24993","284","161","3.7590321326165"
"12786877","1119.98889","112","59","9.5385917410714"
"14441191","1119.77999","317","139","3.2427129258675"
"11730552","1119.75998","362","159","2.6140953583011"
"15165052","1119.72915","114","60","9.6979166447368"
"11897381","1119.69994","212","123","5.0629243867925"
"11696914","1119.40000","403","150","2.4185286783042"
"11606893","1118.82994","232","108","4.6858619396552"
"11671124","1118.21992","180","75","5.7821109305556"
"12850375","1116.42993","261","127","4.0137562980769"
"14000440","1116.21995","189","122","5.8043615691489"
"11655489","1115.06994","239","98","4.1408785774059"
"13902591","1114.90000","537","292","1.3264232209738"
"11779049","1114.80993","213","92","5.0171986032864"
"14095694","1114.67000","182","99","6.0971428571429"
"11611353","1114.40000","516","243","2.0786434108527"
"11694855","1114.24000","274","109","3.9672161172161"
"11661019","1114.23000","331","176","2.9355757575758"
"15671658","1114.20999","319","192","2.6568943103448"
"11679546","1113.97999","299","172","3.6550278595318"
"11690764","1113.59998","338","195","2.8062314391691"
"15121057","1113.30999","414","118","2.5773993478261"
"11605220","1112.80998","206","87","4.9432200388350"
"14253815","1112.66997","311","171","3.3410644935484"
"11695866","1112.50983","170","102","6.1684505147059"
"11749325","1112.05999","441","267","2.6781176352941"
"11831715","1111.60980","168","63","5.9085113690476"
"11952639","1111.30000","399","179","2.6849624060150"
"11662803","1111.18000","216","81","4.7613425925926"
"14543030","1111.00994","190","103","5.3604319735450"
"15164970","1110.88999","112","66","9.8740178125000"
"12811154","1110.52000","393","239","2.7529516539440"
"15079844","1110.07982","215","115","4.6893064719626"
"12811148","1109.99889","113","65","9.3288992256637"
"14345189","1109.75978","219","96","4.4725793150685"
"14286610","1109.42998","245","131","4.3835509795918"
"12460884","1105.21999","193","112","5.7927083072917"
"12786624","1104.69997","270","158","3.8438147777778"
"11703840","1103.44998","158","109","6.9487260668790"
"14354525","1102.94997","345","219","2.4823188188406"
"13903086","1102.79000","222","128","4.9222624434389"
"11840452","1102.75000","754","227","1.2379679144385"
"14101797","1102.57989","154","78","6.8024671753247"
"12787558","1102.05969","162","95","5.4024682716049"
"11682393","1101.63999","140","79","7.7974999642857"
"14339470","1101.40999","293","133","3.4618429948805"
"13798011","1101.03000","194","119","5.5982474226804"
"11612987","1099.73000","584","313","1.6397260273973"
"11640551","1099.32957","112","43","9.5772389318182"
"15591404","1099.31997","281","127","3.6895136156584"
"14102408","1098.52990","199","112","5.0616915577889"
"11753596","1098.14999","228","104","4.6501315570175"
"13966714","1098.02997","191","58","5.4508899738220"
"11685079","1097.36949","114","74","9.5821885526316"
"14521869","1096.67995","137","65","7.8005837810219"
"14556261","1096.24998","197","90","5.5139593401015"
"11691058","1096.23974","178","86","5.3949522485876"
"12766129","1094.61000","305","145","3.2033881578947"
"11648734","1094.44000","337","196","2.9095845697329"
"12234698","1093.36950","113","56","9.3661020796460"
"15580160","1092.77000","443","179","2.4451473922902"
"14332413","1091.93993","215","121","4.8825585211268"
"11703776","1091.50999","315","158","3.1822876831210"
"12783449","1090.66976","235","106","4.7299556709957"
"13055156","1090.27000","324","163","3.2743209876543"
"11687982","1089.99891","109","35","9.8929564678899"
"11849884","1089.86999","212","133","5.0490565801887"
"12018304","1089.39000","516","247","2.1029629629630"
"11689081","1089.38000","757","284","0.9944238410596"
"11653585","1089.15000","383","142","2.8059791122715"
"11681279","1088.60989","171","85","5.8323778830409"
"11615416","1088.30991","401","194","1.3236325642145"
"11632573","1087.82000","208","79","4.9900000000000"
"14115894","1087.33000","229","129","4.7481659388646"
"11676363","1086.91996","343","186","2.5970650816327"
"11689538","1085.93999","274","143","3.7605960948905"
"14280758","1085.18997","273","131","3.2007325641026"
"14899676","1085.17000","352","146","2.1590340909091"
"13788516","1085.03998","298","137","2.9743770875421"
"13797986","1084.27997","295","135","3.2906666355932"
"15209702","1084.08998","420","179","1.6771320525060"
"11671265","1083.92991","116","78","8.9706605172414"
"11839331","1083.36975","241","102","2.7562200632780"
"12021856","1082.78995","204","77","4.4341992794118"
"14497098","1081.66905","117","69","8.6396221153846"
"14543011","1080.04998","190","93","5.4112631052632"
"15120972","1079.99892","109","51","9.7067804166667"
"11607517","1079.96996","236","107","4.4335309957627"
"11723032","1079.51998","150","87","7.1301332666667"
"11724103","1078.98000","261","144","4.2006177606178"
"11857450","1078.93000","225","139","4.5716964285714"
"11682832","1078.82000","275","87","3.5165454545455"
"12016202","1078.29999","462","248","1.8173082212581"
"11657155","1078.28960","116","74","7.5496740575221"
"11633961","1078.23000","437","192","2.4124027459954"
"15067095","1078.19999","295","110","3.2493559237288"
"11695893","1077.86984","263","88","3.4513179505703"
"11843941","1077.78998","233","132","4.3932758189655"
"11603618","1077.75998","275","116","3.2592121000000"
"12759021","1077.72995","219","111","4.3278233333333"
"11779031","1077.62000","506","222","1.9653359683794"
"11637802","1077.06000","322","157","3.1506211180124"
"11883457","1076.33994","244","116","4.2551228278689"
"11661088","1076.14000","297","153","3.4307070707071"
"15067085","1075.83998","308","162","3.1475324512987"
"11748960","1075.63999","219","124","4.9370776027397"
"11669451","1074.78995","271","110","3.1342468629630"
"11703212","1074.61999","330","181","3.1648632142857"
"12572041","1074.48999","263","80","3.9029657604563"
"13971045","1073.49000","297","193","3.5892567567568"
"11622876","1072.88992","291","165","3.4033332560137"
"14116473","1072.81995","172","99","6.0561820348837"
"11837656","1072.73995","252","168","3.6900660813492"
"14279006","1072.26999","270","174","3.8840892100372"
"11673563","1072.22999","255","91","3.6736993333333"
"12820634","1071.84995","196","111","5.1984528717949"
"13870507","1071.04000","271","123","3.8209259259259"
"11676253","1069.99893","108","47","9.7663453738318"
"11602944","1069.99893","107","67","9.8130742990654"
"12506307","1069.99893","107","56","9.9376847663551"
"11735014","1069.99893","109","65","9.7507690654206"
"11905539","1069.94985","120","51","8.2079161250000"
"11630416","1069.88993","257","122","4.1629958365759"
"11737039","1069.75000","271","140","3.8903690036900"
"11669683","1069.57995","149","92","7.0680759312081"
"12144638","1068.90000","276","121","3.6977818181818"
"11616391","1068.62000","424","125","2.3635476190476"
"12880474","1068.59985","159","60","6.1130393710692"
"11902874","1067.95000","359","175","2.9957002801120"
"12785595","1067.75996","159","64","6.5892614873418"
"11696515","1067.71000","162","107","6.7185714285714"
"11733304","1067.45985","119","69","8.2259538655462"
"11952642","1067.41000","364","161","2.6575000000000"
"11746257","1067.33991","212","99","4.7729714858491"
"11611087","1066.95998","327","171","2.9427402684049"
"11735925","1066.76000","425","259","2.3579481132075"
"13797946","1066.21997","237","142","4.2278339873418"
"11656931","1065.86993","120","73","8.5905830416667"
"11747502","1065.61996","307","151","2.5288381840391"
"11683712","1065.25999","135","58","7.8537777407407"
"11601408","1064.95000","223","148","4.7397757847534"
"14126792","1064.90998","207","127","4.8229629227053"
"15143992","1064.09995","221","141","4.6221265950226"
"11668040","1064.08996","365","177","1.6916601146978"
"11831965","1063.61996","237","87","4.2008859915612"
"11743738","1063.35000","486","285","1.6994628099174"
"11648957","1063.10000","211","141","5.0623809523810"
"14101305","1063.08000","293","177","3.4111604095563"
"11623108","1062.58995","197","114","5.2331640101523"
"11746307","1062.39000","419","216","2.5114423076923"
"11621874","1062.08993","265","182","3.0268307291667"
"14468842","1061.83994","214","63","4.8216821028037"
"14106746","1061.29000","450","247","2.3998986486486"
"11723158","1061.10980","194","111","3.1037648341969"
"12807590","1060.65999","253","133","4.0338471541502"
"11853685","1060.61000","366","214","2.6639890710383"
"11739402","1060.54955","141","63","5.7899512588652"
"14071327","1059.69000","354","189","2.6403954802260"
"14354571","1058.69998","132","56","7.9446968939394"
"12519213","1058.52998","142","83","7.3840140140845"
"11688981","1058.40000","459","141","2.2891503267974"
"12905524","1058.12985","183","75","5.3926552747253"
"11641000","1057.28998","221","104","4.5220814027149"
"11673951","1057.16993","179","68","5.3578024608939"
"11627915","1056.96997","230","120","4.3685651521739"
"11691487","1056.38997","309","185","2.6210032208738"
"11849446","1055.90998","209","117","4.9356089423077"
"11692508","1055.74000","703","254","1.2755903271693"
"11682791","1054.77000","572","305","1.1629473684211"
"11671233","1054.62000","323","217","2.7360061919505"
"11670812","1054.49996","176","98","5.9867815114943"
"12788013","1053.65998","259","88","3.7662676737452"
"11601380","1053.45997","198","92","5.3527349743590"
"14860946","1052.93993","231","144","3.8142567662338"
"15015831","1051.77000","342","133","2.4005263157895"
"15554332","1051.24999","370","137","2.6776846756757"
"11777515","1051.19996","134","68","7.6955222388060"
"12785403","1050.84999","411","170","2.1207299221411"
"11607513","1050.60997","237","109","4.2287481856540"
"11627622","1050.09895","112","52","8.3569613409091"
"11666841","1049.99895","107","64","9.8412600000000"
"11679206","1049.79996","178","84","4.9132575000000"
"11842761","1048.48993","179","88","5.6340780167598"
"11706892","1048.25999","1019","402","0.8544978220256"
"14502891","1048.23998","245","149","3.8721789139344"
"14932162","1048.16995","357","166","1.3358356372549"
"11664455","1047.38996","422","139","2.4454027488152"
"11743358","1047.25999","213","66","4.9163207311321"
"12880359","1047.21995","178","111","5.5988950000000"
"11744501","1046.77998","548","354","1.4393430620438"
"14345242","1046.65995","348","137","2.7002346192529"
"11670768","1046.58997","302","168","2.1251993168605"
"11744854","1046.16000","333","179","2.9592771084337"
"14364662","1045.81997","218","113","4.6590977981651"
"14995702","1045.48000","241","153","4.1539004149378"
"14425951","1044.81999","119","72","8.7379831512605"
"12880477","1043.24000","353","159","2.8937784090909"
"12028156","1043.00989","279","76","2.7696282113309"
"11602732","1042.87995","353","130","2.8720395325779"
"11742057","1042.53000","303","190","2.8675907590759"
"15253055","1042.47000","282","133","3.3403191489362"
"12786829","1041.77999","326","181","3.2026461461538"
"11670400","1041.66999","330","187","2.4012121151515"
"15080722","1041.57998","200","133","5.1157666375000"
"15219691","1040.74996","210","117","4.4251110476190"
"14496575","1040.64993","157","63","6.4256987612903"
"15037359","1040.18989","177","81","5.5472125141243"
"13019383","1040.02998","189","105","5.3036701595745"
"11738368","1039.99896","116","74","8.7499912500000"
"11647420","1039.95996","199","97","5.0074370854271"
"11743195","1039.94000","449","307","2.0726905829596"
"15165044","1039.87985","123","69","7.9744709349593"
"11703682","1039.86990","235","151","3.5728878125000"
"11673554","1039.36992","248","89","3.6426611895161"
"11693515","1038.77000","241","165","4.2738174273859"
"11668496","1038.00996","245","122","4.0253346243156"
"14425950","1037.81998","122","74","8.5639343442623"
"14471952","1037.74986","144","83","6.5160484615385"
"11746253","1036.89996","214","121","4.7577933333333"
"12903591","1036.73998","180","80","5.7041110555556"
"14315324","1036.59985","153","82","6.1565573071895"
"11829005","1036.36000","422","157","2.3467857142857"
"11752486","1036.03993","252","151","3.2957407858526"
"11699692","1035.39985","183","91","5.0590342076503"
"11698061","1035.06991","361","107","2.2588748564750"
"11600465","1034.82999","218","105","4.6277111981567"
"12845241","1033.67999","425","187","2.1553223231132"
"13866149","1032.83000","292","177","3.4433219178082"
"11752841","1032.42999","223","67","4.4991629147982"
"11703834","1032.21000","238","141","4.3189915966387"
"11687933","1032.00000","265","155","3.6892452830189"
"11600779","1030.65997","249","100","3.6260483568548"
"11634090","1030.49996","259","139","3.3222136100386"
"11668958","1030.14997","233","147","4.2412016845494"
"12875614","1030.02999","270","108","3.7437160370370"
"12759289","1029.99897","103","38","9.4983723786408"
"12785725","1029.91905","106","61","9.7770068571429"
"11613095","1029.85988","146","59","6.6428763013699"
"11749504","1029.74992","182","90","5.3805492609890"
"11658004","1029.62000","271","167","3.6669074074074"
"11851633","1029.51000","356","234","2.6451404494382"
"11628176","1029.47000","348","192","2.9181609195402"
"11952947","1029.07993","183","118","5.4959339010989"
"11672473","1029.00996","311","158","2.5339871077170"
"13870746","1028.96909","115","69","8.7409572149123"
"11635047","1028.24998","299","150","2.8438126939799"
"14197580","1027.99997","212","133","4.4314543844340"
"11742524","1027.46000","407","199","2.4324197530864"
"11662159","1026.55991","197","105","4.5625209390863"
"11648757","1026.06000","420","183","1.8328520286396"
"12898572","1025.94996","284","142","3.4420019806338"
"14143497","1025.89994","120","51","8.0289493277311"
"11732909","1025.89000","215","119","4.8398122065728"
"11602464","1025.88996","215","118","4.6615264018692"
"14483136","1025.39951","110","67","9.1854502272727"
"11744530","1025.08999","281","162","3.4148333214286"
"11744130","1024.89000","217","109","4.4531162790698"
"11636672","1024.60996","160","61","6.3932283962264"
"11628209","1024.51999","264","165","3.7833459469697"
"12616433","1024.51998","192","103","5.0817276963351"
"11667195","1024.38998","311","202","3.0576666548387"
"11628308","1023.81998","242","126","3.4488704958678"
"14230620","1023.71000","406","253","2.1515763546798"
"11731983","1023.23993","281","129","3.1177052023750"
"15053829","1023.05000","312","151","3.1355769230769"
"11608107","1022.92938","131","68","6.8272140917339"
"14115931","1022.52989","137","61","6.9917757883212"
"11692552","1022.42000","833","201","1.0900000000000"
"15291147","1022.13999","335","109","2.4745074552239"
"11701215","1022.04998","404","165","2.4438641274752"
"11880805","1021.95996","264","101","3.3338782813688"
"12856354","1021.09935","105","36","9.1533277142857"
"15067086","1020.86999","287","153","3.2173286759582"
"15031059","1020.70997","134","74","7.6245521268657"
"12787137","1020.48000","253","153","4.0019762845850"
"11744716","1020.41999","309","149","2.8349514482201"
"11617692","1020.29000","245","114","4.1461224489796"
"14399111","1020.27997","229","69","4.0895487227074"
"12857902","1019.75999","176","110","5.7986285428571"
"15262679","1019.65996","247","93","3.7304857793522"
"11685017","1019.32995","172","107","5.7809882267442"
"11681266","1019.03981","153","57","5.6923742581699"
"15581433","1017.04000","369","179","2.7433875338753"
"12510336","1016.97000","291","176","3.4706896551724"
"11625086","1016.94996","211","59","4.5870299289100"
"14571929","1016.49991","118","33","8.2048019067797"
"15611520","1016.04998","296","179","3.2905180067568"
"11699132","1015.97993","565","185","1.5816547735329"
"11738308","1015.51999","294","137","3.2710203996599"
"11693553","1015.36000","261","176","3.8505363984674"
"11881041","1015.28999","479","215","2.1006993528184"
"11698029","1014.53999","372","185","2.5673674663073"
"13798009","1014.53998","294","137","3.2475198890785"
"13034551","1014.38907","170","55","6.0023021893491"
"12903598","1014.33995","177","74","5.5894913841808"
"11689766","1014.06000","430","229","1.4660697674419"
"15030121","1013.23000","390","158","2.5714615384615"
"14020982","1013.11998","305","115","3.0232734023179"
"11900646","1012.89995","237","96","4.2363710970464"
"15164875","1012.68996","139","90","7.2817983633094"
"13870748","1012.38970","169","86","5.3934700887574"
"12850373","1012.31993","238","115","4.0349154641350"
"11744114","1012.11999","339","183","2.8147935004897"
"14203295","1011.86996","249","156","3.6836010240964"
"15649807","1011.78987","216","146","3.8413082242991"
"11598822","1011.56000","422","186","2.0900000000000"
"13902579","1011.50994","169","110","5.7433923372781"
"11746180","1011.49995","188","71","4.7362566256684"
"11615500","1011.24000","279","136","3.4207168458781"
"12456238","1011.13993","144","48","6.7787497569444"
"11606566","1010.50998","205","116","4.7959967058824"
"11672569","1010.36998","280","142","3.1718285161871"
"14509916","1009.83915","101","54","9.7343812871287"
"11647430","1009.67997","135","99","7.3679998888889"
"11618075","1008.83996","216","105","4.0989968518519"
"15158577","1008.17996","136","83","7.2660292647059"
"11839076","1007.95998","245","111","3.8052516734694"
"11664828","1007.82000","201","101","4.4282587064677"
"14355016","1007.46000","343","97","2.9139358600583"
"11832297","1006.85000","237","105","4.2165822784810"
"13903097","1006.63000","235","124","4.1370638297872"
"11688237","1006.59000","239","139","4.1761924686192"
"15283532","1006.54996","145","78","6.8510415277778"
"14327242","1006.04000","363","190","2.6548066298343"
"11749519","1005.94000","275","121","3.6449090909091"
"11702739","1005.63000","324","217","2.8493055555556"
"12026973","1005.34000","452","189","2.0378492239468"
"14878385","1004.86995","178","114","5.4674343539326"
"15067824","1004.76999","173","105","5.7501733815029"
"11952636","1003.95000","363","180","2.6769252077562"
"14495491","1003.88000","405","192","1.9670370370370"
"11835521","1003.65000","273","137","3.5269963369963"
"14471759","1003.28999","227","83","4.3059030616740"
"11666572","1003.27000","211","117","4.6850947867299"
"11681918","1003.08992","199","123","4.7787540151515"
"14094351","1002.97901","101","45","9.8809803465347"
"14384037","1002.66982","122","59","7.5082913016529"
"11843610","1002.56993","215","108","4.2550777943925"
"12820714","1002.49993","170","67","5.3504289670659"
"11881048","1002.27000","465","188","2.0854551971312"
"12787696","1002.01987","112","24","8.3245827946429"
"11627533","1001.61995","205","113","4.5904063902439"
"11620249","1001.24997","216","131","4.3153934722222"
"12812947","1000.46997","156","94","6.2583870161290"
"11635575","1000.33998","263","149","3.5441634862167"
"15120973","999.99900","100","46","9.8199901800000"
"12456325","999.88911","100","66","9.8488912500000"
"11846784","999.19999","328","52","2.8276160913313"
"11953359","998.74000","226","122","4.4211111111111"
"11641680","998.10999","186","109","5.2427419086022"
"11733433","997.48990","158","58","5.8809279746835"
"12493858","997.21000","331","159","2.6798791540785"
"13798020","996.76000","173","104","5.7356647398844"
"11638507","995.02981","213","81","3.7578928066038"
"11658867","994.88000","207","105","4.6430097087379"
"13016310","994.87994","172","80","5.4531393604651"
"11743174","994.30998","121","76","8.1347933057851"
"11630179","993.85000","237","111","4.2908438396624"
"11733135","993.68994","260","102","3.0587000694981"
"11746321","993.34000","358","154","2.7741666666667"
"12016816","992.74953","113","76","8.9436894594595"
"14960030","992.65995","185","90","5.1118917837838"
"11707462","991.17000","927","370","0.8062229437229"
"11679269","991.01995","278","139","3.5648199640288"
"12153055","990.93999","353","154","2.6718181747159"
"11743432","990.66000","439","110","2.0900000000000"
"12493867","990.60994","187","93","4.8415328743316"
"11705991","990.36990","169","90","5.4029385502959"
"11665955","990.12000","307","132","3.0765363735049"
"14340240","990.05966","184","76","4.1464632228232"
"11601402","990.04998","210","121","4.6462179086538"
"12788012","989.88998","288","168","3.1155052108014"
"11743094","988.96000","452","85","2.1397339246120"
"11742922","988.79000","272","122","3.4935055350554"
"11830164","988.29000","344","198","2.5546220930233"
"11607649","987.33981","205","90","4.5796090243902"
"11643647","987.17999","234","79","3.8720833189655"
"11701292","986.73989","241","122","2.6289348858921"
"12788122","986.45000","396","206","2.1334848484848"
"11668603","986.43999","329","158","2.3105369756839"
"12788121","986.37000","209","81","4.6414423076923"
"14091956","986.05000","405","158","2.2293580246914"
"11600610","985.13999","241","131","3.6625416562500"
"11670278","984.46996","158","96","6.1431208917197"
"14093405","984.45997","222","109","4.2589638963964"
"12836532","984.00000","263","162","3.7414448669202"
"12157916","983.97000","295","156","3.2524745762712"
"12936579","983.80000","328","175","2.5849085365854"
"11701270","983.45000","772","290","0.5429312581064"
"14462905","983.40950","125","79","7.7187531147541"
"11603800","983.27997","246","117","3.2757958938776"
"14878383","982.82993","171","93","5.4582454093567"
"11691116","982.38000","241","145","4.0613692946058"
"14116783","981.99998","303","155","2.8298899752475"
"11614636","981.96987","145","63","5.4533908368056"
"15066033","981.86999","189","102","4.9001146119894"
"12891651","981.56000","390","174","2.3400449871465"
"11905462","981.29992","176","56","5.2584467755682"
"14085899","980.92999","295","154","2.6694237203390"
"11746190","980.41984","170","98","5.4921552095808"
"11676229","980.00990","151","72","5.8416553509934"
"11725799","979.99902","98","55","9.9999900000000"
"13028070","979.99902","98","50","9.6598542857143"
"15030123","979.48000","214","75","4.5544600938967"
"12787877","978.94998","277","144","3.1846028718412"
"11633653","978.13000","234","142","4.1402145922747"
"11747520","977.83997","306","156","2.5263943218954"
"11734663","977.37994","167","101","5.5463671137725"
"11706371","975.42000","210","118","4.6895192307692"
"11744987","974.72000","551","350","1.4875409836066"
"13797906","974.71996","214","61","4.5484359004739"
"12525802","973.29999","259","84","3.5088159459459"
"13828583","973.16993","293","142","2.5582024334471"
"14565140","973.14997","255","105","3.5709749308300"
"11743387","973.01000","203","56","4.8168811881188"
"11753113","972.77001","128","61","7.9662698015873"
"14085445","971.99998","106","45","9.2980767788462"
"11606802","971.93000","305","163","3.0587868852459"
"11745153","971.89000","381","245","2.2472965879265"
"11681254","971.75976","291","101","2.3540217113402"
"11744760","971.44999","309","168","2.8122909771987"
"11650400","971.24981","117","66","7.4287741773504"
"12894280","970.80000","359","223","2.6341899441341"
"11599471","970.42998","188","117","4.5609625467914"
"11741788","970.15998","690","394","1.4364775895522"
"11602963","970.07000","305","149","2.7597213114754"
"14509918","969.99903","97","68","9.9484436597938"
"14288896","969.99903","99","61","9.5959500000000"
"11735109","969.28998","150","68","6.3131080405405"
"11680100","969.10996","191","87","4.8956314736842"
"13798005","968.92999","281","158","3.1302491014235"
"11646156","968.60997","324","175","2.6900925694444"
"11710989","968.32989","128","78","7.1353901953125"
"11673198","968.15996","114","65","8.0180381858407"
"11740747","968.06000","225","100","4.2803111111111"
"12895451","967.78992","109","31","8.4965439908257"
"15292401","967.23992","182","110","5.0060620741758"
"14364584","967.10997","323","140","2.4636635448916"
"12788243","966.79993","175","93","5.2323617142857"
"12153035","966.65000","356","174","2.5658615819209"
"11650705","966.30999","287","154","3.0957459090909"
"14942570","966.29999","207","53","4.3533171359223"
"11900754","964.15000","199","88","4.4531658291457"
"11779030","964.10999","425","163","2.0148453764706"
"11684552","963.56000","149","85","6.4668456375839"
"11951731","963.32997","125","63","7.6343816129032"
"11601681","962.71967","101","44","7.4569153564356"
"11697913","962.64000","298","135","3.2143434343434"
"11658780","962.43989","142","68","6.6016895422535"
"13870512","961.95000","251","119","3.7759200000000"
"15066032","961.89997","185","110","4.8241394293478"
"11674722","961.79978","132","78","6.3772719696970"
"11745424","961.70000","597","187","1.4560370994941"
"15158547","961.07000","209","136","4.5220574162679"
"12490877","960.46000","105","63","9.2351923076923"
"11640848","960.20999","401","161","2.0667291616600"
"12187917","959.80999","225","131","3.9346428459821"
"11658760","959.77986","170","77","4.8212153382353"
"11697145","959.75928","97","53","9.8412426562500"
"14286612","959.74929","117","43","8.1602503846154"
"11750441","959.26999","174","108","5.4747317816092"
"14907195","959.25996","181","102","5.1424628611111"
"14402833","959.13981","250","122","1.3736813765520"
"11750986","959.03000","181","118","5.4308839779006"
"11613079","958.60000","196","122","4.7966326530612"
"11875323","958.38999","219","131","4.3075494520548"
"11616389","958.17000","390","117","2.2299487179487"
"12572047","957.65999","259","84","3.6782239189189"
"14506888","957.43987","194","88","3.8427317396907"
"11747327","957.31992","166","108","5.2274294879518"
"12249393","957.27000","321","194","2.9045171339564"
"14116843","956.69925","120","52","7.8799097899160"
"13960629","955.98999","270","145","3.2945925833333"
"12544701","955.43000","343","189","2.2615497076023"
"14382973","955.01921","106","58","8.3092489563107"
"11690487","954.70999","451","242","1.8483813719512"
"14115939","954.69995","133","69","6.9151877819549"
"15253132","954.50000","300","180","2.9716666666667"
"11672173","954.43950","106","66","8.2808765094340"
"12253908","953.94000","252","187","3.7280952380952"
"12810657","953.32997","161","83","5.8777638819876"
"11668589","953.23000","322","149","2.3197515527950"
"11733066","953.21979","287","91","2.7738846689895"
"14115944","952.79994","135","74","6.7985923703704"
"15499627","951.88998","163","79","5.7895061111111"
"11686499","951.72000","618","219","1.3351539708266"
"11881040","951.60999","429","169","2.1524999953271"
"14293632","950.99999","273","155","2.7978754487179"
"11658154","950.55999","257","93","3.2491569260700"
"11751424","950.25000","553","279","1.5275680580762"
"11897380","950.16992","178","104","4.9979847598870"
"11830608","950.06000","278","133","3.2231046931408"
"11750247","949.99905","95","73","9.8947269473684"
"15249519","949.97000","224","120","3.9223660714286"
"14078708","949.47996","221","110","3.4053393212670"
"11606715","949.28000","270","136","3.4770740740741"
"14989890","949.26995","146","81","6.1017938194444"
"12860738","949.18000","310","182","2.8809677419355"
"11743450","948.84999","241","95","3.9163900207469"
"14543012","948.82995","164","78","5.8688887421384"
"12812950","948.60996","152","88","6.1660925364238"
"14504701","948.56999","225","109","3.9219259111111"
"11602461","947.81999","192","118","4.9424999739583"
"14084909","947.79000","211","103","4.3466587677725"
"11690590","947.64000","572","260","1.4795254833040"
"14383632","947.31000","400","237","2.0862814070352"
"14470132","946.95000","406","268","2.1006157635468"
"11704411","946.83985","251","130","2.9540370308765"
"11819917","946.82998","171","71","5.5433727218935"
"11735469","946.62972","115","25","6.8402598260870"
"14203294","946.56999","368","231","2.5123406147541"
"11753930","946.48999","577","186","1.5316637619774"
"11702751","946.29000","297","181","2.8618305084746"
"14512167","946.20998","226","105","3.7422861061947"
"13900806","946.08000","246","102","3.7960000000000"
"11642860","945.69998","284","177","3.1063015106007"
