"CUSTOMER_SK","products_bought","uniq_products_bought","total_spending","visit_no","average_spending"
"61854958","76","61","306.18995","5","61.24"
"34449070","65","51","305.91997","24","12.75"
"66467570","102","49","305.85999","22","13.90"
"20705534","143","85","305.81997","20","15.29"
"28864259","86","61","305.80997","7","43.69"
"62321274","86","72","305.73998","7","43.68"
"59487307","79","50","305.57994","15","20.37"
"42473010","93","67","305.49999","4","76.37"
"59447402","98","53","305.45996","17","17.97"
"61804991","134","98","305.32999","9","33.93"
"60533432","79","57","305.29996","17","17.96"
"27974115","88","74","305.24998","13","23.48"
"61140154","83","51","305.24996","5","61.05"
"21216960","108","44","305.21988","6","50.87"
"21151047","112","75","305.19999","7","43.60"
"60532983","91","63","305.15994","12","25.43"
"37125801","100","79","305.01999","14","21.79"
"28210938","76","65","305.01995","10","30.50"
"59504103","111","75","304.97999","10","30.50"
"37346572","92","65","304.92995","3","101.64"
"58534035","80","70","304.92992","1","304.93"
"60423634","90","70","304.88998","7","43.56"
"23748358","102","67","304.80994","16","19.05"
"61360394","91","71","304.78000","6","50.80"
"58316284","94","61","304.77988","10","30.48"
"34930193","71","56","304.74989","5","60.95"
"61837550","93","73","304.71998","13","23.44"
"61092791","98","66","304.71996","13","23.44"
"66907045","79","60","304.70986","4","76.18"
"58883811","164","62","304.63991","8","38.08"
"62425833","71","56","304.61998","10","30.46"
"36037752","89","67","304.58993","10","30.46"
"58707594","84","57","304.53991","6","50.76"
"58798801","88","68","304.47995","1","304.48"
"59003151","78","61","304.42995","5","60.89"
"23001518","77","60","304.41996","6","50.74"
"39754230","124","72","304.34995","13","23.41"
"61816465","130","75","304.33998","8","38.04"
"21227805","100","37","304.30989","7","43.47"
"61125392","110","83","304.29999","15","20.29"
"58721250","86","52","304.24997","22","13.83"
"62361735","87","74","304.09995","11","27.65"
"20905658","76","56","304.08997","3","101.36"
"23457517","80","65","304.02995","5","60.81"
"34443641","93","77","304.01998","12","25.33"
"61758999","79","72","303.99998","11","27.64"
"60752564","69","41","303.86997","9","33.76"
"59724574","72","54","303.86996","20","15.19"
"20756682","84","70","303.77995","8","37.97"
"40039272","90","78","303.75999","7","43.39"
"25044520","111","91","303.70998","6","50.62"
"61813017","128","85","303.66998","10","30.37"
"62341879","91","73","303.64997","23","13.20"
"36202371","99","65","303.62998","8","37.95"
"59829690","79","62","303.62994","6","50.60"
"37467940","88","58","303.57998","13","23.35"
"39813908","79","69","303.49997","12","25.29"
"37640033","106","77","303.43999","14","21.67"
"39443820","99","67","303.43999","7","43.35"
"42459512","93","64","303.41999","3","101.14"
"58826139","76","54","303.28997","9","33.70"
"62481730","107","67","303.26994","18","16.85"
"40174911","100","45","303.18001","25","12.13"
"58645599","132","73","303.03998","37","8.19"
"62390044","108","82","303.00997","14","21.64"
"20801074","130","89","302.99000","42","7.21"
"22208569","79","64","302.93997","4","75.73"
"59649776","110","81","302.77001","19","15.94"
"62345573","105","77","302.66997","2","151.33"
"37616665","83","65","302.61995","7","43.23"
"60508714","112","73","302.58000","8","37.82"
"58872902","129","55","302.56996","27","11.21"
"52086463","85","54","302.50999","7","43.22"
"61768152","87","65","302.49000","21","14.40"
"39447602","74","60","302.48998","10","30.25"
"62385189","104","80","302.45999","7","43.21"
"58288614","84","54","302.38996","4","75.60"
"58907685","80","52","302.34993","22","13.74"
"59521726","227","54","302.31987","5","60.46"
"29855272","86","58","302.29996","14","21.59"
"65488786","115","86","302.26999","8","37.78"
"39841899","119","75","302.21999","11","27.47"
"62551809","91","64","302.18997","6","50.36"
"21154620","83","63","302.13995","1","302.14"
"62379755","110","100","302.09000","3","100.70"
"49629116","117","64","302.03997","9","33.56"
"38882908","104","80","301.97000","17","17.76"
"51848633","109","73","301.95998","8","37.74"
"39751852","94","52","301.93998","9","33.55"
"60290434","104","83","301.93997","17","17.76"
"21250891","98","81","301.87998","4","75.47"
"36793922","65","52","301.86993","8","37.73"
"36167192","116","86","301.81001","5","60.36"
"59462394","86","54","301.65996","23","13.12"
"61790165","91","61","301.62995","10","30.16"
"21129642","95","69","301.52996","11","27.41"
"66064216","88","66","301.48997","9","33.50"
"58700519","88","78","301.40997","4","75.35"
"58693511","113","55","301.35990","4","75.34"
"34835886","88","54","301.29994","10","30.13"
"62348429","122","69","301.21999","17","17.72"
"36023485","81","66","301.19997","6","50.20"
"39447364","102","81","301.11997","9","33.46"
"66433119","138","111","301.03004","13","23.16"
"64940555","96","71","301.01998","9","33.45"
"24956019","99","89","300.97998","7","43.00"
"39449280","97","82","300.78998","9","33.42"
"62348361","102","80","300.58999","8","37.57"
"52680261","75","56","300.58991","3","100.20"
"61111806","111","70","300.51997","8","37.56"
"59041292","101","35","300.49998","25","12.02"
"59770849","129","96","300.47999","12","25.04"
"28173924","89","74","300.46998","20","15.02"
"58877889","88","66","300.45994","9","33.38"
"58321679","86","58","300.41994","14","21.46"
"59714182","66","56","300.37996","8","37.55"
"33222909","103","77","300.36997","4","75.09"
"39947668","62","45","300.30989","6","50.05"
"37151749","119","65","300.29000","10","30.03"
"39921264","91","49","300.27996","17","17.66"
"39450092","117","69","300.20995","9","33.36"
"41514713","86","71","300.18999","7","42.88"
"34835877","106","92","300.16999","10","30.02"
"62348360","88","55","300.10996","5","60.02"
"40176941","75","62","300.09994","16","18.76"
"53936028","83","63","300.07999","6","50.01"
"52378204","75","60","300.07995","5","60.02"
"21621621","106","90","300.03997","13","23.08"
"37460421","115","76","299.92996","11","27.27"
"60926212","105","74","299.90995","5","59.98"
"61505758","112","79","299.84000","18","16.66"
"22207972","113","78","299.83998","21","14.28"
"34446136","106","77","299.70999","9","33.30"
"59979546","85","73","299.61997","8","37.45"
"58322559","121","70","299.52996","8","37.44"
"40177397","66","50","299.52995","8","37.44"
"52886860","101","87","299.45998","10","29.95"
"34416449","82","62","299.40998","8","37.43"
"59459414","122","67","299.39998","16","18.71"
"28212637","98","62","299.35998","14","21.38"
"66284473","86","66","299.34995","8","37.42"
"58322940","69","55","299.32996","7","42.76"
"60696481","92","68","299.31998","23","13.01"
"21155226","73","68","299.20998","5","59.84"
"59040875","70","49","299.16998","10","29.92"
"60729711","86","73","299.16995","3","99.72"
"60503890","104","84","299.11000","5","59.82"
"42467201","115","73","299.05999","13","23.00"
"62344509","109","78","298.96999","13","23.00"
"60859641","138","89","298.93997","19","15.73"
"52781861","87","60","298.86996","14","21.35"
"26143328","77","47","298.81998","8","37.35"
"61375310","89","54","298.79000","13","22.98"
"58871111","92","77","298.67995","10","29.87"
"63109972","82","51","298.60996","12","24.88"
"59502523","125","93","298.59995","11","27.15"
"61530405","138","116","298.59001","9","33.18"
"49629671","116","79","298.53000","5","59.71"
"25576098","113","94","298.52998","5","59.71"
"60728069","70","60","298.41997","5","59.68"
"22283232","97","73","298.32999","6","49.72"
"59431317","72","61","298.29997","5","59.66"
"20743374","81","59","298.27992","13","22.94"
"21658043","118","51","298.24994","24","12.43"
"58650520","164","62","298.15996","19","15.69"
"58626738","114","68","298.09999","16","18.63"
"60095662","80","61","298.05995","1","298.06"
"58645484","95","41","298.05992","16","18.63"
"60229262","94","76","298.01997","14","21.29"
"40173492","96","72","297.94001","9","33.10"
"60620844","124","77","297.93998","13","22.92"
"34339426","93","67","297.81999","13","22.91"
"36877905","113","100","297.80998","11","27.07"
"58630108","82","46","297.79994","24","12.41"
"37467340","71","61","297.77998","7","42.54"
"37148456","115","84","297.77996","22","13.54"
"21064245","85","63","297.72995","8","37.22"
"59080639","117","88","297.71999","18","16.54"
"21443181","81","51","297.71998","3","99.24"
"58909978","118","84","297.71996","19","15.67"
"20932981","80","65","297.67999","12","24.81"
"58644526","93","76","297.61998","7","42.52"
"22090875","61","52","297.59992","14","21.26"
"25305363","108","85","297.58998","2","148.79"
"40166821","97","85","297.55999","10","29.76"
"61848234","94","51","297.54998","15","19.84"
"59731831","79","52","297.50000","9","33.06"
"37708829","68","58","297.43995","2","148.72"
"58787951","85","69","297.42997","1","297.43"
"61340629","95","58","297.42994","17","17.50"
"62483224","80","68","297.41999","9","33.05"
"39943629","100","65","297.40996","11","27.04"
"21430180","86","72","297.33997","9","33.04"
"60228297","139","91","297.29000","10","29.73"
"21702831","93","77","297.27998","8","37.16"
"53384491","99","49","297.26995","19","15.65"
"29370793","97","45","297.26992","13","22.87"
"54191809","88","70","297.25998","8","37.16"
"39938083","95","72","297.19998","10","29.72"
"62402877","70","63","297.19997","2","148.60"
"59399207","73","69","297.19997","1","297.20"
"34431692","101","42","297.16998","26","11.43"
"52677548","90","78","297.14000","4","74.29"
"27921966","88","75","297.12998","17","17.48"
"58645119","108","55","297.10996","21","14.15"
"39835572","65","42","297.09994","8","37.14"
"22203320","83","72","296.95999","3","98.99"
"63383104","144","89","296.92000","10","29.69"
"59608223","78","65","296.88994","5","59.38"
"61163675","106","57","296.83995","19","15.62"
"24191783","95","70","296.82999","6","49.47"
"62327115","76","62","296.80994","12","24.73"
"60159411","78","60","296.77996","9","32.98"
"61383008","79","59","296.76997","12","24.73"
"65455982","68","51","296.76994","15","19.78"
"64654510","75","59","296.65992","10","29.67"
"61763871","143","93","296.63001","12","24.72"
"64844403","86","63","296.60996","6","49.43"
"61281079","101","69","296.52996","6","49.42"
"26122537","112","72","296.51997","17","17.44"
"22163493","75","69","296.48999","2","148.24"
"60562971","82","66","296.42996","13","22.80"
"64260244","100","63","296.37999","13","22.80"
"23600383","80","63","296.29996","6","49.38"
"25045087","123","96","296.27000","10","29.63"
"60958065","110","82","296.22000","10","29.62"
"53404531","78","59","296.15994","3","98.72"
"33456150","77","65","296.12999","11","26.92"
"21451955","98","60","295.99998","22","13.45"
"21280306","86","59","295.98995","10","29.60"
"62404824","106","69","295.76996","11","26.89"
"59827227","96","71","295.72999","13","22.75"
"21624901","114","73","295.53996","5","59.11"
"62348373","98","71","295.47996","27","10.94"
"61915501","77","65","295.46999","2","147.73"
"39657443","99","78","295.41001","3","98.47"
"36764842","96","67","295.38998","18","16.41"
"40179546","111","81","295.34998","10","29.53"
"21251921","70","42","295.26988","6","49.21"
"62393175","82","62","295.24997","7","42.18"
"52516896","93","69","295.23993","15","19.68"
"23491897","91","62","295.19999","4","73.80"
"39653582","82","68","295.18999","14","21.08"
"37469671","100","78","295.10000","16","18.44"
"54210708","86","57","295.08999","9","32.79"
"58688852","114","79","295.03999","11","26.82"
"64220885","130","84","295.02999","20","14.75"
"62355305","102","48","294.96000","15","19.66"
"65015229","93","73","294.92998","14","21.07"
"22639224","88","41","294.66997","9","32.74"
"58256005","106","65","294.66996","15","19.64"
"60550826","82","65","294.49998","11","26.77"
"62338769","83","57","294.44998","3","98.15"
"61359098","91","73","294.41999","7","42.06"
"61193398","110","78","294.38997","14","21.03"
"39448507","134","64","294.35995","19","15.49"
"58884024","78","57","294.33995","7","42.05"
"53854412","86","53","294.27997","10","29.43"
"31705309","82","57","294.26997","11","26.75"
"65788306","91","72","294.22999","18","16.35"
"58753646","92","79","294.18998","4","73.55"
"61869725","82","63","294.16997","15","19.61"
"28166228","128","71","294.03998","17","17.30"
"58385852","99","59","294.01998","14","21.00"
"59496292","97","68","294.00995","1","294.01"
"21570507","63","52","293.90998","3","97.97"
"59300775","86","50","293.88995","9","32.65"
"58645829","61","42","293.79987","12","24.48"
"21249439","102","84","293.75995","9","32.64"
"61913216","82","56","293.72997","7","41.96"
"39009211","126","98","293.70999","17","17.28"
"39651273","81","70","293.70997","5","58.74"
"41522421","103","70","293.64000","17","17.27"
"22288089","71","50","293.59996","6","48.93"
"21155235","87","56","293.56000","7","41.94"
"58872813","73","42","293.52987","3","97.84"
"59502909","62","43","293.47995","11","26.68"
"22847174","74","66","293.46994","5","58.69"
"40048477","101","71","293.42998","23","12.76"
"60960688","111","93","293.38000","18","16.30"
"20756533","100","65","293.34996","20","14.67"
"59713319","77","40","293.31995","3","97.77"
"52493009","91","71","293.26998","5","58.65"
"61343042","101","63","293.20998","10","29.32"
"58419171","105","46","293.15000","20","14.66"
"58648614","90","64","293.13997","8","36.64"
"52333391","94","66","293.11000","11","26.65"
"59777479","95","56","293.02993","8","36.63"
"59035711","86","65","292.95997","4","73.24"
"64343350","75","52","292.92993","6","48.82"
"52760051","94","61","292.85996","18","16.27"
"64459873","73","51","292.66995","7","41.81"
"28226809","108","69","292.59999","15","19.51"
"24469580","129","51","292.58996","15","19.51"
"67037937","110","81","292.53000","5","58.51"
"61098329","79","68","292.51998","10","29.25"
"62457787","80","42","292.46000","10","29.25"
"59036796","125","89","292.44000","40","7.31"
"53722835","80","63","292.37997","8","36.55"
"58316619","81","55","292.31992","4","73.08"
"53230264","109","76","292.23000","17","17.19"
"62302856","113","71","292.18996","15","19.48"
"59311177","115","75","292.13000","19","15.38"
"59741068","100","55","292.06000","10","29.21"
"29932325","94","80","291.93998","25","11.68"
"61045417","90","69","291.90998","9","32.43"
"60616574","76","44","291.83993","3","97.28"
"60027303","84","70","291.75997","20","14.59"
"21196508","101","82","291.60999","13","22.43"
"60115717","102","76","291.44994","15","19.43"
"39009809","80","41","291.43994","14","20.82"
"61486772","102","74","291.36998","5","58.27"
"20695497","69","57","291.36995","16","18.21"
"64595449","115","90","291.28999","30","9.71"
"58716210","63","54","291.27994","3","97.09"
"38886714","121","87","291.26998","12","24.27"
"37122038","71","51","291.25995","19","15.33"
"60592598","91","71","291.20997","8","36.40"
"59460870","91","68","291.08999","6","48.51"
"22573151","73","55","291.03996","7","41.58"
"60600516","96","81","290.94999","8","36.37"
"62379700","86","76","290.93997","10","29.09"
"61021563","110","55","290.92000","24","12.12"
"64035540","101","77","290.91999","9","32.32"
"28437721","77","59","290.89999","9","32.32"
"58643831","130","62","290.84996","23","12.65"
"38875712","91","72","290.84000","17","17.11"
"53314617","122","51","290.83000","31","9.38"
"62346509","82","50","290.80997","18","16.16"
"60689982","71","39","290.72993","16","18.17"
"59023968","78","60","290.63996","2","145.32"
"59433055","83","61","290.58997","7","41.51"
"62354998","98","70","290.41997","11","26.40"
"58868753","73","53","290.37988","7","41.48"
"61161895","96","72","290.34997","11","26.40"
"52377475","88","66","290.20997","8","36.28"
"33455628","61","44","290.19998","7","41.46"
"59609394","83","49","290.19995","14","20.73"
"34437122","130","86","290.16999","15","19.34"
"62390635","78","57","290.16996","13","22.32"
"64872463","108","88","290.14000","14","20.72"
"58430140","79","66","290.14000","4","72.54"
"39448103","104","82","290.04999","8","36.26"
"62670867","98","70","290.04997","13","22.31"
"37455001","97","76","290.00998","22","13.18"
"60640953","103","75","289.98998","5","58.00"
"58750926","79","57","289.97999","6","48.33"
"39258754","99","79","289.97000","21","13.81"
"60990179","104","61","289.94998","15","19.33"
"61115192","81","47","289.93998","16","18.12"
"20740510","94","68","289.72999","10","28.97"
"68505325","93","48","289.72995","11","26.34"
"61841677","94","78","289.71996","10","28.97"
"58831655","73","56","289.67995","10","28.97"
"66778887","106","91","289.49999","20","14.47"
"34947475","114","87","289.41999","6","48.24"
"22205585","86","68","289.40994","6","48.23"
"62311488","78","69","289.37996","3","96.46"
"58802570","73","47","289.37992","9","32.15"
"21632391","108","62","289.36997","10","28.94"
"62345814","101","71","289.33998","14","20.67"
"31717257","80","62","289.29995","4","72.32"
"55114471","61","53","289.23995","1","289.24"
"59003875","73","54","289.20994","10","28.92"
"61168244","75","47","289.15993","11","26.29"
"40099480","137","39","288.96991","3","96.32"
"60268268","74","59","288.94996","12","24.08"
"59532282","86","73","288.92998","6","48.15"
"51840603","120","62","288.89998","23","12.56"
"53717376","93","65","288.83997","11","26.26"
"59646406","63","31","288.60994","16","18.04"
"20850439","79","40","288.43990","8","36.05"
"39500412","90","78","288.42999","11","26.22"
"22208032","81","49","288.41992","8","36.05"
"22114779","95","71","288.36997","8","36.05"
"61913148","88","46","288.30999","17","16.96"
"53710706","89","60","288.18998","8","36.02"
"53919485","75","55","288.16995","5","57.63"
"36014915","78","55","288.09996","8","36.01"
"61755073","85","38","287.89000","27","10.66"
"37162431","108","63","287.86998","3","95.96"
"58642235","90","53","287.86995","9","31.99"
"59564467","113","49","287.77993","30","9.59"
"59442974","74","63","287.74996","3","95.92"
"64218332","106","66","287.73000","10","28.77"
"59028719","82","47","287.68996","9","31.97"
"53627641","78","59","287.62998","16","17.98"
"51841512","94","63","287.48998","9","31.94"
"60915883","74","41","287.48995","4","71.87"
"21146347","80","68","287.46996","3","95.82"
"64910553","59","29","287.42999","9","31.94"
"21165131","64","41","287.34990","16","17.96"
"36509386","81","60","287.21999","11","26.11"
"60994264","79","49","287.21994","7","41.03"
"53993117","88","61","287.13997","16","17.95"
"28312245","79","61","287.13000","10","28.71"
"58523944","83","64","287.06997","8","35.88"
"37422650","98","68","287.02000","5","57.40"
"62370988","99","81","286.98998","12","23.92"
"40120652","92","63","286.98998","11","26.09"
"20698789","90","48","286.80993","9","31.87"
"36351592","114","72","286.69998","17","16.86"
"62343569","102","72","286.64001","11","26.06"
"20760075","70","50","286.51991","9","31.84"
"39448844","107","65","286.47997","9","31.83"
"58648357","70","64","286.44996","12","23.87"
"53019287","101","83","286.37997","10","28.64"
"60436151","72","61","286.35998","4","71.59"
"23790911","76","54","286.26997","6","47.71"
"62375183","78","55","286.21998","7","40.89"
"60635846","89","80","286.20997","1","286.21"
"64536416","91","51","286.17999","15","19.08"
"61299557","71","61","286.13996","7","40.88"
"58636437","70","66","286.07999","4","71.52"
"39620446","76","54","286.01995","11","26.00"
"51669570","87","59","286.00998","12","23.83"
"27595525","107","61","285.98997","10","28.60"
"61081152","85","52","285.84996","8","35.73"
"59311688","68","44","285.84988","10","28.58"
"60674152","83","53","285.82996","5","57.17"
"62437772","74","26","285.82996","9","31.76"
"21265834","79","58","285.80998","7","40.83"
"39644560","105","73","285.78998","5","57.16"
"58386328","72","48","285.77992","5","57.16"
"62444116","70","46","285.75996","4","71.44"
"22965408","79","56","285.70000","5","57.14"
"60473193","109","39","285.60987","13","21.97"
"41543638","137","94","285.60000","19","15.03"
"23744671","196","57","285.53998","39","7.32"
"34446452","95","71","285.48998","14","20.39"
"39947834","112","58","285.46996","10","28.55"
"34368105","111","85","285.43000","7","40.78"
"64045035","138","93","285.41000","28","10.19"
"32190680","85","67","285.37999","11","25.94"
"59025719","103","84","285.35999","14","20.38"
"61056114","71","62","285.35997","2","142.68"
"61339525","69","60","285.35993","2","142.68"
"59030914","101","83","285.32996","4","71.33"
"22114426","78","52","285.31992","5","57.06"
"60558190","82","58","285.24994","15","19.02"
"66440119","88","74","285.17997","17","16.78"
"23726310","76","55","285.17000","4","71.29"
"21155343","140","87","285.07998","4","71.27"
"22208987","75","45","285.05992","1","285.06"
"39550528","146","81","284.84998","18","15.82"
"62313010","109","76","284.84996","17","16.76"
"62386293","78","48","284.80989","8","35.60"
"39545491","78","58","284.70999","5","56.94"
"60286318","79","58","284.65996","9","31.63"
"53909575","101","66","284.59999","37","7.69"
"68948429","69","60","284.58997","1","284.59"
"23595768","70","58","284.52993","4","71.13"
"66966085","92","74","284.47999","5","56.90"
"50060582","88","60","284.47000","8","35.56"
"37629662","71","53","284.44996","14","20.32"
"63849572","88","54","284.41999","4","71.10"
"61183229","100","75","284.39999","1","284.40"
"51902038","75","60","284.29994","7","40.61"
"61766550","60","51","284.13995","13","21.86"
"40179060","95","60","284.12994","3","94.71"
"59932961","79","41","284.05986","4","71.01"
"21155064","72","58","283.99994","6","47.33"
"41536902","117","70","283.95998","10","28.40"
"64221066","90","76","283.90001","3","94.63"
"23480082","74","58","283.84997","8","35.48"
"58992196","68","50","283.79995","13","21.83"
"66085118","120","61","283.66993","29","9.78"
"53737352","102","71","283.58000","13","21.81"
"60472627","82","57","283.57996","6","47.26"
"22456666","79","39","283.48998","24","11.81"
"40171477","60","55","283.35995","7","40.48"
"21250821","94","67","283.30999","16","17.71"
"53211048","131","79","283.28000","12","23.61"
"58385758","98","73","283.24996","14","20.23"
"62440455","88","71","283.23998","13","21.79"
"40139905","91","59","283.21998","11","25.75"
"63926931","68","55","283.20996","17","16.66"
"61764143","94","73","283.18997","7","40.46"
"21429376","89","66","282.91998","4","70.73"
"21672445","102","66","282.87999","11","25.72"
"58871769","81","66","282.66996","4","70.67"
"60844461","91","74","282.63998","28","10.09"
"39939727","75","59","282.62995","10","28.26"
"63975691","59","42","282.58993","10","28.26"
"22964070","73","58","282.52998","6","47.09"
"21625663","94","48","282.52993","27","10.46"
"58890234","115","54","282.36999","21","13.45"
"36014866","94","71","282.28993","8","35.29"
"22113578","80","63","282.26998","5","56.45"
"60688179","85","72","282.15997","5","56.43"
"60426905","81","62","282.14998","11","25.65"
"22345627","79","36","282.14001","21","13.44"
"20753242","66","30","282.05990","5","56.41"
"64220906","101","73","282.00998","10","28.20"
"59680364","81","58","282.00997","15","18.80"
"66317883","74","55","281.99999","8","35.25"
"61839186","123","90","281.90998","14","20.14"
"41543444","71","52","281.89989","7","40.27"
"61271498","103","71","281.87999","11","25.63"
"61014569","79","59","281.84995","5","56.37"
"34379534","77","59","281.78996","11","25.62"
"40041102","83","63","281.72997","7","40.25"
"23722539","85","75","281.66997","16","17.60"
"51686644","67","55","281.66995","5","56.33"
"38867343","98","72","281.61998","8","35.20"
"61346313","86","70","281.58996","7","40.23"
"36020395","75","47","281.51992","8","35.19"
"28299532","93","62","281.50995","20","14.08"
"62339539","78","48","281.48999","9","31.28"
"39621483","54","48","281.42991","5","56.29"
"62341049","82","77","281.39998","7","40.20"
"40133491","92","53","281.35996","8","35.17"
"58286588","68","43","281.32993","4","70.33"
"60858884","70","49","281.27994","4","70.32"
"40248274","75","59","281.23995","9","31.25"
"21475600","109","78","281.11000","13","21.62"
"23491091","98","73","281.10000","16","17.57"
"69401739","68","63","281.07997","1","281.08"
"61816104","78","53","281.04994","3","93.68"
"58368578","87","44","281.01997","15","18.73"
"22189484","74","53","280.94993","6","46.82"
"59503368","95","65","280.93998","15","18.73"
"66152645","104","76","280.91999","9","31.21"
"41539845","93","63","280.91991","11","25.54"
"22905137","82","56","280.90996","16","17.56"
"62349673","68","43","280.89989","22","12.77"
"52377468","77","64","280.85996","7","40.12"
"39840604","66","54","280.79993","10","28.08"
"52079846","81","57","280.69998","8","35.09"
"36798442","87","54","280.64999","7","40.09"
"39744250","87","51","280.62996","12","23.39"
"69439697","69","47","280.58995","6","46.76"
"61382709","75","65","280.57996","8","35.07"
"59026966","110","45","280.50997","13","21.58"
"62292407","93","70","280.48999","2","140.24"
"39655790","65","54","280.39997","9","31.16"
"21624914","83","60","280.37998","4","70.09"
"23438710","124","71","280.35994","4","70.09"
"60679921","87","65","280.31998","5","56.06"
"61101815","73","33","280.30997","17","16.49"
"21456650","78","50","280.21998","4","70.05"
"69252043","107","93","280.20999","7","40.03"
"58785950","120","41","280.15992","5","56.03"
"53318908","74","61","280.13997","9","31.13"
"46670841","78","59","280.09995","6","46.68"
"40183366","77","64","280.09994","6","46.68"
"37386430","84","56","280.07994","5","56.02"
"35099521","71","52","280.06998","5","56.01"
"36882859","91","79","280.06997","5","56.01"
"59427560","93","53","279.99998","7","40.00"
"60965110","121","64","279.96996","28","10.00"
"60608086","79","54","279.95994","9","31.11"
"58997485","90","64","279.92000","10","27.99"
"51956180","121","82","279.69997","14","19.98"
"60419870","127","68","279.69000","11","25.43"
"59467758","87","60","279.68000","6","46.61"
"59031440","126","67","279.67997","23","12.16"
"60292657","79","63","279.65996","22","12.71"
"40038980","68","42","279.65995","6","46.61"
"50247243","81","61","279.57998","7","39.94"
"60914304","113","91","279.52000","9","31.06"
"41538511","107","80","279.51998","10","27.95"
"52335786","79","50","279.42996","12","23.29"
"58883838","86","50","279.32997","15","18.62"
"34436656","70","53","279.31996","8","34.91"
"30047131","110","77","279.24000","8","34.91"
"59031572","72","47","279.17992","14","19.94"
"22206737","72","52","279.10993","2","139.55"
"69636871","72","68","279.06999","2","139.53"
"39746695","86","59","279.03994","7","39.86"
"39358492","71","62","278.87999","6","46.48"
"49846572","78","50","278.85990","7","39.84"
"61085604","71","56","278.81994","4","69.70"
"21157844","106","75","278.76999","8","34.85"
"37122189","96","67","278.67000","8","34.83"
"54097642","92","52","278.67000","5","55.73"
"21289828","104","73","278.65999","10","27.87"
"58263836","89","55","278.60997","9","30.96"
"61912158","85","70","278.51996","10","27.85"
"58907714","60","48","278.50993","4","69.63"
"41534157","92","58","278.47999","7","39.78"
"34298226","118","51","278.37994","9","30.93"
"29335113","85","67","278.24997","10","27.82"
"34459479","85","61","278.23999","8","34.78"
"28228797","65","54","278.15993","3","92.72"
"40173892","92","70","278.09000","6","46.35"
"64104285","94","45","278.08000","11","25.28"
"58872382","94","48","278.06997","8","34.76"
"52086308","118","86","277.95998","9","30.88"
"51837020","109","69","277.95997","7","39.71"
"61757294","104","88","277.90999","14","19.85"
"29921341","102","78","277.87999","16","17.37"
"61343027","73","66","277.87998","7","39.70"
"53905043","73","58","277.87996","10","27.79"
"40247098","89","69","277.84000","10","27.78"
"23743117","83","53","277.80999","5","55.56"
"20753251","85","50","277.77998","32","8.68"
"39650483","78","61","277.62000","13","21.36"
"40239007","110","70","277.51998","24","11.56"
"42465123","80","69","277.34000","5","55.47"
"53644541","78","67","277.29996","28","9.90"
"20699972","102","86","277.27999","10","27.73"
"59030648","69","50","277.25997","19","14.59"
"22338760","66","54","277.24995","4","69.31"
"34339264","74","31","277.20989","14","19.80"
"60591884","97","63","277.09999","46","6.02"
"60975440","99","77","277.07000","14","19.79"
"58992904","89","62","276.88995","4","69.22"
"22288086","69","58","276.87995","9","30.76"
"20687597","127","71","276.87000","14","19.78"
"59469308","127","95","276.83999","26","10.65"
"39177929","97","82","276.77998","10","27.68"
"59027368","85","48","276.73989","13","21.29"
"58264784","63","52","276.66995","13","21.28"
"62346482","88","60","276.65993","46","6.01"
"60617511","109","43","276.63998","8","34.58"
"61810083","87","60","276.56997","7","39.51"
"61794919","105","70","276.49997","12","23.04"
"21624897","107","64","276.48999","26","10.63"
"61367998","67","48","276.48991","9","30.72"
"59077114","80","58","276.36996","9","30.71"
"60884668","65","54","276.35994","5","55.27"
"21150387","93","61","276.32996","13","21.26"
"62657257","90","73","276.31996","4","69.08"
"62437303","75","63","276.30998","10","27.63"
"54091510","90","52","276.28997","7","39.47"
"28664580","80","68","276.24001","5","55.25"
"21007638","73","59","276.10998","9","30.68"
"39649184","86","57","276.08996","18","15.34"
"59005365","69","7","275.99978","10","27.60"
"39446451","131","62","275.98999","18","15.33"
"64628780","89","78","275.98999","3","92.00"
"64948601","94","73","275.98997","13","21.23"
"63163381","80","64","275.90998","3","91.97"
"60691076","117","67","275.84000","15","18.39"
"23272892","93","72","275.82999","7","39.40"
"64882514","71","52","275.73994","5","55.15"
"58469305","92","43","275.70992","7","39.39"
"20791221","81","65","275.64999","3","91.88"
"65015212","91","70","275.56998","11","25.05"
"59109116","122","63","275.55998","32","8.61"
"61380859","106","75","275.53999","14","19.68"
"61764375","96","65","275.38999","14","19.67"
"60035412","81","57","275.33999","7","39.33"
"58241490","81","61","275.33998","9","30.59"
"59979673","107","79","275.29998","10","27.53"
"20754983","154","88","275.28998","5","55.06"
"61840329","61","42","275.17995","9","30.58"
"20688018","77","62","275.13998","7","39.31"
"40177923","108","77","275.12996","13","21.16"
"52857360","87","64","275.10998","14","19.65"
"61807742","88","79","275.08999","6","45.85"
"25902283","88","51","275.04997","5","55.01"
"58338275","111","69","275.02996","10","27.50"
"58638969","76","65","275.02995","1","275.03"
"22159687","94","72","274.99000","4","68.75"
"34433432","58","48","274.96997","10","27.50"
"65280778","61","48","274.91993","1","274.92"
"37163108","65","59","274.89996","2","137.45"
"35085636","79","53","274.85996","10","27.49"
"61306046","94","70","274.83997","20","13.74"
"54154990","96","69","274.81999","4","68.70"
"34375625","64","41","274.75993","12","22.90"
"21151124","130","66","274.67997","12","22.89"
